airport_full,city,country,iata,icao,latitude,longitude
Borj El Amri Airport,Bordj El Amri,Tunisia,\N,DTTI,36.72129821777344,9.94314956665039

Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,33.875,10.775500297546387

El Borma Airport,El Borma,Tunisia,EBM,DTTR,31.70429992675781,9.254619598388672

Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.71799850463867,10.690999984741213

Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,33.939701080322266,8.110560417175293

Niamtougou International Airport,Niatougou,Togo,LRL,DXNG,9.767330169677734,1.0912499427795408

Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,6.165609836578369,1.2545100450515747

Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.189399719200004,4.46027994156

Beauvechain Air Base,Beauvechain,Belgium,\N,EBBE,50.75859832763672,4.768330097198486

Kleine Brogel Air Base,Kleine Brogel,Belgium,\N,EBBL,51.168301,5.47

Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9014015198,4.48443984985

Jehonville Air Base,Bertrix,Belgium,\N,EBBX,49.8917007446289,5.223889827728272

Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.4592018127,4.453820228580001

Chièvres Air Base,Chievres,Belgium,\N,EBCV,50.57580184936523,3.8310000896453857

Koksijde Air Base,Koksijde,Belgium,\N,EBFN,51.09030151367188,2.652780055999756

Florennes Air Base,Florennes,Belgium,\N,EBFS,50.2433013916,4.64583015442

Wevelgem Airport,Kortrijk-vevelgem,Belgium,QKT,EBKT,50.817199707,3.2047200202900004

Liège Airport,Liege,Belgium,LGG,EBLG,50.63740158081055,5.443220138549805

Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.1988983154,2.8622200489

Zutendaal Air Base,Zutendaal,Belgium,\N,EBSL,50.9474983215332,5.590559959411621

Limburg Regional Airport,Sint-truiden,Belgium,\N,EBST,50.791900634799994,5.201670169830001

Saint Hubert Air Base,St.-hubert,Belgium,\N,EBSU,50.034400939941406,5.440810203552246

Ursel Air Base,Ursel,Belgium,\N,EBUL,51.14419937133789,3.475559949874878

Weelde Air Base,Weelde,Belgium,\N,EBWE,51.394798278808594,4.9601898193359375

Oostmalle Air Base,Zoersel,Belgium,\N,EBZR,51.264702,4.75333

Bautzen Airport,Bautzen,Germany,\N,EDAB,51.19361114501953,14.51972198486328

Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,50.9819450378418,12.506388664245605

Dessau Airport,Dessau,Germany,\N,EDAD,51.83169354100001,12.1909618378

Eisenhüttenstadt Airport,Eisenhuettenstadt,Germany,\N,EDAE,52.195856,14.58753

Großenhain Airport,Suhl,Germany,\N,EDAK,51.30805587768555,13.555556297302244

Merseburg Airport,Muehlhausen,Germany,\N,EDAM,51.3630556,11.940833300000001

Halle-Oppin Airport,Halle,Germany,\N,EDAQ,51.552223,12.053889

Riesa-Göhlis Airport,Riesa,Germany,\N,EDAU,51.293609619099996,13.3561105728

Rechlin-Lärz Airport,Rechlin-laerz,Germany,\N,EDAX,53.306388855,12.7522220612

Strausberg Airport,Strausberg,Germany,\N,EDAY,52.5805549621582,13.916666984558105

Schönhagen Airport,Schoenhagen,Germany,\N,EDAZ,52.2036094666,13.1563892365

Barth Airport,Barth,Germany,BBH,EDBH,54.338253,12.710515

Jena-Schöngleina Airport,Jena,Germany,\N,EDBJ,50.91527938842773,11.714444160461426

Kyritz Airport,Kyritz,Germany,\N,EDBK,52.91888809204102,12.425277709960938

"Magdeburg \City\"" Airport""",Magdeburg,Germany,\N,EDBM,52.073612,11.626389

Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,\N,EDBR,51.36333465576172,14.949999809265135

Anklam Airport,Anklam,Germany,\N,EDCA,53.83277893066406,13.66861057281494

Cottbus-Drewitz Airport,Cottbus,Germany,\N,EDCD,51.889441999999995,14.531944000000001

Kamenz Airport,Kamenz,Germany,\N,EDCM,51.29694366455078,14.1274995803833

Berlin-Schönefeld International Airport,Berlin,Germany,SXF,EDDB,52.38000106811499,13.522500038147

Dresden Airport,Dresden,Germany,DRS,EDDC,51.1328010559082,13.767200469970705

Erfurt Airport,Erfurt,Germany,ERF,EDDE,50.97980117797852,10.958100318908693

Frankfurt am Main International Airport,Frankfurt,Germany,FRA,EDDF,50.033333299999995,8.5705556

Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,52.134601593,7.68483018875

Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.630401611328004,9.988229751586902

Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,52.472999572753906,13.403900146484375

Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.865898132299996,7.1427397728

Düsseldorf International Airport,Duesseldorf,Germany,DUS,EDDL,51.28950119018555,6.766779899597168

Munich International Airport,Munich,Germany,MUC,EDDM,48.353801727295,11.786100387572999

Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,49.498699,11.078055599999999

Leipzig Halle Airport,Leipzig,Germany,LEJ,EDDP,51.423888899999994,12.236388900000001

Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,49.2145996094,7.10950994492

Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.6898994446,9.22196006775

Berlin-Tegel International Airport,Berlin,Germany,TXL,EDDT,52.559700012200004,13.287699699400001

Hannover Airport,Hannover,Germany,HAJ,EDDV,52.461101532,9.68507957458

Bremen Airport,Bremen,Germany,BRE,EDDW,53.0475006104,8.78666973114

Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,EDFE,49.959999084472656,8.645833015441895

Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,49.948699951200005,7.263889789579999

Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,49.47305679321289,8.514166831970215

Allendorf/Eder Airport,Allendorf,Germany,\N,EDFQ,51.03499984741211,8.680832862854004

Worms Airport,Worms,Germany,\N,EDFV,49.606945,8.368333

Mainz-Finthen Airport,Mainz,Germany,\N,EDFZ,49.967499,8.147222

Eisenach-Kindel Airport,Eisenach,Germany,\N,EDGE,50.991603999999995,10.47973

Siegerland Airport,Siegerland,Germany,\N,EDGS,50.70769882202149,8.082969665527344

Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,53.5352783203125,9.835556030273438

Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,54.37944412231445,10.145277976989746

Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,53.805400848400005,10.7192001343

Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,\N,EDKV,50.405555725,6.528889179199999

Meinerzhagen Airport,Meinerzhagen,Germany,\N,EDKZ,51.099998474121094,7.5999999046325675

Arnsberg-Menden Airport,Arnsberg,Germany,ZCA,EDLA,51.48389053344727,7.8983330726623535

Essen Mulheim Airport,Essen,Germany,ESS,EDLE,51.40230178833008,6.9373297691345215

Bielefeld Airport,Bielefeld,Germany,\N,EDLI,51.964721679700006,8.544444084170001

Mönchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,51.23027801513672,6.504444122314452

Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.614101409899995,8.616319656369999

Stadtlohn-Vreden Airport,Stadtlohn,Germany,\N,EDLS,51.99583435058594,6.840556144714356

Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.518299102799986,7.61223983765

Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278000000006,10.931667

Biberach a.d. Riß Airport,Biberach,Germany,\N,EDMB,48.11111068725586,9.762778282165527

Eggenfelden Airport,Eggenfelden,Germany,\N,EDME,48.39611053466797,12.723610877990724

Mindelheim-Mattsies Airport,Mindelheim,Germany,\N,EDMN,48.1069450378418,10.524999618530273

Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,48.08140182495117,11.283100128173828

Straubing Airport,Straubing,Germany,RBM,EDMS,48.90083312988281,12.516667366027832

Vilshofen Airport,Vilshofen,Germany,\N,EDMV,48.6349983215332,13.195555686950685

Leutkirch-Unterzeil Airport,Leutkirch,Germany,\N,EDNL,47.85889053344727,10.014166831970217

Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.671298980699994,9.511489868160002

Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,53.426998,11.7834

Stendal-Borstel Airport,Stendal,Germany,ZSN,EDOV,52.62888717651367,11.818611145019533

Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,\N,EDPA,48.77777862548828,10.264721870422363

Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,49.98500061035156,11.640000343322756

Burg Feuerstein Airport,Burg Feuerstein,Germany,\N,EDQE,49.794166564940994,11.133610725402999

Hof-Plauen Airport,Hof,Germany,HOQ,EDQM,50.288612365722656,11.856389045715332

Haßfurt-Schweinfurt Airport,Hassfurt,Germany,\N,EDQT,50.0180549621582,10.529443740844727

Koblenz-Winningen Airport,Koblenz,Germany,ZNV,EDRK,50.32555770874024,7.528611183166504

Trier-Föhren Airport,Trier,Germany,ZQF,EDRT,49.86388778686523,6.7874999046325675

Speyer Airport,Speyer,Germany,ZQC,EDRY,49.30472183227539,8.451389312744139

Zweibrücken Airport,Zweibruecken,Germany,ZQW,EDRZ,49.20940017700195,7.400559902191162

Donaueschingen-Villingen Airport,Donaueschingen,Germany,ZQL,EDTD,47.97333145139999,8.52222156525

Freiburg i. Br. Airport,Freiburg,Germany,\N,EDTF,48.022777557400005,7.832499980930001

Mengen-Hohentengen Airport,Mengen,Germany,\N,EDTM,48.05389022827149,9.372777938842773

Adolf Würth Airport,Schwaebisch Hall,Germany,\N,EDTY,49.1183319092,9.783888816829998

Finsterwalde/Schacksdorf Airport,Soest,Germany,\N,EDUS,51.607498,13.743610999999998

Braunschweig Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,52.319199,10.5561

Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,51.417273,9.384967

Hildesheim Airport,Hildesheim,Germany,\N,EDVM,52.18138885498047,9.946389198303224

Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,53.50694300000001,8.572778

Emden Airport,Emden,Germany,EME,EDWE,53.39110946655274,7.227499961853027

Leer-Papenburg Airport,Leer,Germany,\N,EDWF,53.27194213867188,7.441667079925537

Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN,EDWI,53.502220153808594,8.05222225189209

Borkum Airport,Borkum,Germany,BMK,EDWR,53.596389770500004,6.70916700363

Norderney Airport,Norderney,Germany,NRD,EDWY,53.70694351196289,7.230000019073486

Flensburg-Schäferhaus Airport,Flensburg,Germany,FLF,EDXF,54.77333450317383,9.378889083862305

Rendsburg-Schachtholm Airport,Rendsburg,Germany,\N,EDXR,54.22000122070313,9.599444389343262

Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,54.9132003784,8.34047031403

Ämari Air Base,Armari Air Force Base,Estonia,\N,EEEI,59.26029968261719,24.208499908447266

Kärdla Airport,Kardla,Estonia,KDL,EEKA,58.99079895019531,22.830699920654297

Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,58.22990036010742,22.50950050354004

Pärnu Airport,Parnu,Estonia,EPU,EEPU,58.41899871826172,24.47279930114746

Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,59.41329956049999,24.8327999115

Tartu Airport,Tartu,Estonia,TAY,EETU,58.30749893189999,26.6903991699

Enontekio Airport,Enontekio,Finland,ENF,EFET,68.36260223388699,23.424299240112

Eura Airport,Eura,Finland,\N,EFEU,61.1161003112793,22.201400756835934

Halli Airport,Halli,Finland,KEV,EFHA,61.856039,24.786686

Helsinki Malmi Airport,Helsinki,Finland,HEM,EFHF,60.254600524902344,25.04280090332031

Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.317199707031,24.963300704956

Hameenkyro Airport,Hameenkyro,Finland,\N,EFHM,61.68970108032226,23.073699951171875

Hanko Airport,Hanko,Finland,\N,EFHN,59.848899841308594,23.083599090576172

Hyvinkää Airfield,Hyvinkaa,Finland,HYV,EFHV,60.6543998718,24.881099700900002

Kiikala Airport,Kikala,Finland,\N,EFIK,60.4625015259,23.652500152600002

Immola Airport,Immola,Finland,\N,EFIM,61.24919891357422,28.90369987487793

Kitee Airport,Kitee,Finland,\N,EFIT,62.1661,30.073601

Ivalo Airport,Ivalo,Finland,IVL,EFIV,68.607299804688,27.405300140380998

Joensuu Airport,Joensuu,Finland,JOE,EFJO,62.662899017334006,29.607500076294

Jyvaskyla Airport,Jyvaskyla,Finland,JYV,EFJY,62.399501800537,25.678300857544

Kauhava Airport,Kauhava,Finland,KAU,EFKA,63.127102,23.051399

Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,65.778701782227,24.582099914551

Kajaani Airport,Kajaani,Finland,KAJ,EFKI,64.285499572754,27.692399978638

Kauhajoki Airport,Kauhajoki,Finland,\N,EFKJ,62.4625015259,22.3931007385

Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,63.721199035645,23.143100738525

Kemijarvi Airport,Kemijarvi,Finland,\N,EFKM,66.712898,27.156799

Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,65.98760223388699,29.239400863647

Kittilä Airport,Kittila,Finland,KTT,EFKT,67.700996398926,24.846799850464002

Kuopio Airport,Kuopio,Finland,KUO,EFKU,63.007099151611,27.797800064087

Lahti Vesivehmaa Airport,Vesivehmaa,Finland,\N,EFLA,61.144199,25.693501

Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,61.044601,28.144743

Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,60.122200012207,19.898199081421

Menkijarvi Airport,Menkijarvi,Finland,\N,EFME,62.94670104980469,23.51889991760254

Mikkeli Airport,Mikkeli,Finland,MIK,EFMI,61.6866,27.201798999999998

Nummela Airport,Nummela,Finland,\N,EFNU,60.3339004517,24.2964000702

Oulu Airport,Oulu,Finland,OUL,EFOU,64.930099487305,25.354600906372

Piikajarvi Airport,Piikajarvi,Finland,\N,EFPI,61.24560165405274,22.19339942932129

Pori Airport,Pori,Finland,POR,EFPO,61.461700439453004,21.799999237061

Pudasjärvi Airport,Pudasjarvi,Finland,\N,EFPU,65.4021987915,26.9468994141

Pyhäsalmi Airport,Pyhasalmi,Finland,\N,EFPY,63.7318992615,25.9263000488

Raahe Pattijoki Airport,Pattijoki,Finland,\N,EFRH,64.6881027222,24.6958007812

Rantasalmi Airport,Rantasalmi,Finland,\N,EFRN,62.0654983521,28.3565006256

Rovaniemi Airport,Rovaniemi,Finland,RVN,EFRO,66.564796447754,25.830400466919

Rayskala Airport,Rayskala,Finland,\N,EFRY,60.74470138549805,24.107799530029297

Savonlinna Airport,Savonlinna,Finland,SVL,EFSA,61.943099975586,28.945100784302

Selanpaa Airport,Selanpaa,Finland,\N,EFSE,61.062400817871094,26.79890060424805

Sodankyla Airport,Sodankyla,Finland,SOT,EFSO,67.3949966431,26.619100570700002

Tampere-Pirkkala Airport,Tampere,Finland,TMP,EFTP,61.414100646973,23.604400634766

Teisko Airport,Teisko,Finland,\N,EFTS,61.7733,24.026999999999997

Turku Airport,Turku,Finland,TKU,EFTU,60.514099121094,22.262800216675

Utti Air Base,Utti,Finland,QVY,EFUT,60.89640045165999,26.938400268555004

Vaasa Airport,Vaasa,Finland,VAA,EFVA,63.050701141357,21.762199401855

Varkaus Airport,Varkaus,Finland,VRK,EFVR,62.171100616455,27.868600845337

Ylivieska Airfield,Ylivieska-raudaskyla,Finland,\N,EFYL,64.0547222,24.7252778

Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.6575012207,-6.21582984924

St Angelo Airport,Enniskillen,United Kingdom,ENK,EGAB,54.39889907836914,-7.651669979095459

George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.61809921264648,-5.872499942779541

City of Derry Airport,Londonderry,United Kingdom,LDY,EGAE,55.04280090332031,-7.161109924316406

Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.4538993835,-1.7480299472799998

Coventry Airport,Coventry,United Kingdom,CVT,EGBE,52.3697013855,-1.47971999645

Leicester Airport,Leicester,United Kingdom,\N,EGBG,52.6077995300293,-1.0319399833679201

Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,EGBJ,51.89419937133789,-2.1672201156616206

Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,\N,EGBO,52.51750183105469,-2.2594399452209477

Cotswold Airport,Pailton,United Kingdom,\N,EGBP,51.668095,-2.05694

Turweston Airport,Turweston,United Kingdom,\N,EGBT,52.0407981873,-1.09555995464

Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,\N,EGBW,52.19219970703125,-1.6144399642944336

Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.35369873046875,-2.2749500274658203

Manchester Woodford Airport,Woodfort,United Kingdom,\N,EGCD,53.3381,-2.14889

Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,\N,EGDC,51.08720016479492,-4.150340080261231

Newquay Cornwall Airport,Newquai,United Kingdom,NQY,EGHQ,50.44060134887695,-4.995409965515137

RAF Lyneham,Lyneham,United Kingdom,LYE,EGDL,51.5051,-1.99343

MoD Boscombe Down Airport,Boscombe Down,United Kingdom,\N,EGDM,51.152198791503906,-1.7474100589752195

RNAS Culdrose,Culdrose,United Kingdom,\N,EGDR,50.08610153198242,-5.2557101249694815

MOD St. Athan,St. Athan,United Kingdom,\N,EGDX,51.40480041503906,-3.4357500076293945

RNAS Yeovilton,Yeovilton,United Kingdom,YEO,EGDY,51.0093994140625,-2.638819932937622

Haverfordwest Airport,Haverfordwest,United Kingdom,\N,EGFE,51.83309936523438,-4.9611101150512695

Cardiff International Airport,Cardiff,United Kingdom,CWL,EGFF,51.39670181274414,-3.343329906463623

Swansea Airport,Swansea,United Kingdom,SWS,EGFH,51.60530090332031,-4.0678300857543945

Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.382702,-2.71909

Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,53.33359909057617,-2.849720001220703

London Luton Airport,London,United Kingdom,LTN,EGGW,51.87469863891602,-0.36833301186561584

Plymouth City Airport,Plymouth,United Kingdom,PLH,EGHD,50.422798,-4.10583

Bournemouth Airport,Bournemouth,United Kingdom,BOH,EGHH,50.77999877929688,-1.8424999713897705

Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.95029830932617,-1.3567999601364136

Lasham Airport,Lasham,United Kingdom,QLA,EGHL,51.18719863891602,-1.0334999561309814

Alderney Airport,Alderney,Guernsey,ACI,EGJA,49.70610046386719,-2.2147200107574463

Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,49.43500137329102,-2.601969957351685

Jersey Airport,Jersey,Jersey,JER,EGJJ,49.20790100097656,-2.1955099105834956

Shoreham Airport,Shoreham By Sea,United Kingdom,ESH,EGKA,50.83560180664063,-0.29722198843955994

London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,EGKB,51.330799102799986,0.032499998807900006

London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.14810180664063,-0.19027799367904666

London City Airport,London,United Kingdom,LCY,EGLC,51.505299,0.055277999999999994

Farnborough Airport,Farnborough,United Kingdom,FAB,EGLF,51.275798797600004,-0.776332974434

Chalgrove Airport,Chalsgrove,United Kingdom,\N,EGLJ,51.67610168457031,-1.0808299779891968

Blackbushe Airport,Blackbushe,United Kingdom,BBS,EGLK,51.32389831542969,-0.8475000262260437

London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941

Southend Airport,Southend,United Kingdom,SEN,EGMC,51.5713996887207,0.6955559849739075

Lydd Airport,Lydd,United Kingdom,LYX,EGMD,50.95610046386719,0.939167022705078

Kent International Airport,Manston,United Kingdom,MSE,EGMH,51.342201,1.3461100000000001

Brough Airport,Brough,United Kingdom,\N,EGNB,53.7197,-0.566333

Carlisle Airport,Carlisle,United Kingdom,CAX,EGNC,54.9375,-2.8091700077056885

Retford Gamston Airport,Repton,United Kingdom,\N,EGNE,53.28060150146485,-0.9513890147209167

Blackpool International Airport,Blackpool,United Kingdom,BLK,EGNH,53.77170181274414,-3.0286099910736084

Humberside Airport,Humberside,United Kingdom,HUY,EGNJ,53.57440185546875,-0.350832998752594

Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,EGNL,54.1286111,-3.2675

Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.86589813232422,-1.6605700254440308

Warton Airport,Warton,United Kingdom,\N,EGNO,53.74509811401367,-2.8830599784851074

Hawarden Airport,Hawarden,United Kingdom,CEG,EGNR,53.1781005859375,-2.977780103683472

Isle of Man Airport,Isle Of Man,Isle of Man,IOM,EGNS,54.08330154418945,-4.623889923095703

Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,55.037498474121094,-1.6916699409484863

Durham Tees Valley Airport,Teesside,United Kingdom,MME,EGNV,54.50920104980469,-1.4294099807739258

East Midlands Airport,East Midlands,United Kingdom,EMA,EGNX,52.8311004639,-1.32806003094

Llanbedr Airport,Llanbedr,United Kingdom,\N,EGOD,52.811698913574,-4.1235799789428995

RAF Ternhill,Ternhill,United Kingdom,\N,EGOE,52.87120056152344,-2.533560037612915

RAF Shawbury,Shawbury,United Kingdom,\N,EGOS,52.79819869995117,-2.668040037155152

RAF Woodvale,Woodvale,United Kingdom,\N,EGOW,53.5816001892,-3.05552005768

Kirkwall Airport,Kirkwall,United Kingdom,KOI,EGPA,58.957801818847656,-2.9049999713897705

Sumburgh Airport,Sumburgh,United Kingdom,LSI,EGPB,59.87889862060547,-1.295560002326965

Wick Airport,Wick,United Kingdom,WIC,EGPC,58.458900451660156,-3.09306001663208

Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,EGPD,57.20190048217773,-2.1977798938751216

Inverness Airport,Inverness,United Kingdom,INV,EGPE,57.54249954223633,-4.047500133514403

Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.8718986511,-4.43306016922

Edinburgh Airport,Edinburgh,United Kingdom,EDI,EGPH,55.95000076293945,-3.372499942779541

Islay Airport,Islay,United Kingdom,ILY,EGPI,55.68190002441406,-6.256669998168945

Glasgow Prestwick Airport,Prestwick,United Kingdom,PIK,EGPK,55.5093994140625,-4.586669921875

Benbecula Airport,Benbecula,United Kingdom,BEB,EGPL,57.48109817504883,-7.362780094146728

Scatsta Airport,Scatsta,United Kingdom,SCS,EGPM,60.43280029296875,-1.2961100339889526

Dundee Airport,Dundee,United Kingdom,DND,EGPN,56.45249938964844,-3.0258300304412837
